number,x,y,z,qx,qy,qz,qw,attributes
143,27.9382762909,-61.7675590515,-0.134940832853,0.0235861412309,-0.0147571668151,-0.368165880668,0.929343749256,
144,28.7557621002,-62.4826889038,-0.160813853145,0.0250072163883,-0.0167057957395,-0.359541688266,0.932644267616,
145,29.5457496643,-63.1909980774,-0.142894148827,0.0203744408887,-0.016713371661,-0.355041369744,0.934479090797,
146,30.2847766876,-63.8917884827,-0.148678824306,0.0206430250213,-0.0160924604047,-0.353593896647,0.935032755838,
147,31.0759754181,-64.6348648071,-0.141293138266,0.0215713780704,-0.0188878960275,-0.349017151259,0.936677613248,
148,31.866689682,-65.3153381348,-0.152151331306,0.0231188339179,-0.0205844294246,-0.350126624335,0.936190764596,
149,32.6827507019,-66.0165252686,-0.153164744377,0.0222173484596,-0.0173884893292,-0.363775468424,0.93105930984,
150,33.4362449646,-66.7406692505,-0.14140881598,0.0244314452783,-0.0179239924542,-0.377215836169,0.925629541404,
151,34.2158584595,-67.5606994629,-0.134093314409,0.0232760674782,-0.0168656899575,-0.389769020398,0.920463950366,
152,34.9424324036,-68.3206253052,-0.159330025315,0.0245413322734,-0.015726150929,-0.400803696474,0.915700173681,
153,35.6284065247,-69.1313400269,-0.164944365621,0.0243870284565,-0.0176437435158,-0.410609784346,0.911314202763,
154,36.3311042786,-69.9339904785,-0.175872221589,0.029683379231,-0.016650380463,-0.420504615035,0.906651824331,
155,37.0229187012,-70.7029266357,-0.177975043654,0.0289261351068,-0.0192601799624,-0.371049175336,0.927962732904,
156,37.8056678772,-71.4101715088,-0.173827543855,0.0276655672329,-0.0196248389134,-0.340105312084,0.939775429972,
157,38.6435165405,-72.0785675049,-0.177946284413,0.0296443097424,-0.0185560615124,-0.309180221509,0.950360183356,
158,39.5667266846,-72.7397918701,-0.17452685535,0.0240275221403,-0.0178419343285,-0.276252915915,0.960618899464,
159,40.4855461121,-73.298789978,-0.191116213799,0.0216024835913,-0.018432541486,-0.265158558472,0.963786549494,
160,41.3384170532,-73.9362335205,-0.182726696134,0.0248618484202,-0.0190712904599,-0.320872844815,0.946603819892,
161,42.0889053345,-74.6240234375,-0.177597299218,0.024666286148,-0.0189060438335,-0.384013683682,0.922804218986,
162,42.8052597046,-75.3821182251,-0.176360219717,0.0233498473803,-0.0174059696784,-0.38901006701,0.920773036427,
163,43.5135917664,-76.1794586182,-0.166688993573,0.0239817949609,-0.0179563264467,-0.402186817261,0.915067324229,
164,44.2024154663,-76.9955368042,-0.173880562186,0.0255585121353,-0.0203331848549,-0.423371080104,0.905367468259,
165,44.9264717102,-77.8720321655,-0.186029672623,0.0239949095447,-0.0169142264464,-0.426697475899,0.903917815579,
166,45.5827674866,-78.6713104248,-0.187018349767,0.0254919991826,-0.0191085766019,-0.404000463482,0.914203831639,
167,46.2915115356,-79.4335327148,-0.208654180169,0.0276092985105,-0.0190988611103,-0.3996260431,0.916063308847,
168,46.9917106628,-80.2283706665,-0.231430277228,0.0268997907602,-0.0165862052713,-0.393460157269,0.918798347677,
169,47.6805000305,-80.9610137939,-0.229379653931,0.0273252220442,-0.016550417094,-0.391520708691,0.919614566327,
170,48.3719215393,-81.7445831299,-0.225294798613,0.0271586768603,-0.020026896138,-0.395784019709,0.917723454775,
171,49.0574989319,-82.5317077637,-0.22041618824,0.0250814442195,-0.0168462231539,-0.405978151613,0.91338319797,
172,49.7921600342,-83.3115005493,-0.244131907821,0.0254622225331,-0.017800559524,-0.393560220282,0.91877373075,
173,50.5266151428,-84.0371017456,-0.230906814337,0.0239070912254,-0.0208403395487,-0.346062174471,0.93767537167,
174,51.3088645935,-84.7390594482,-0.198599815369,0.0248959199611,-0.0190426426966,-0.337883430681,0.940665912107,
175,52.1179122925,-85.4207687378,-0.231773525476,0.0224840767149,-0.0187543626053,-0.331544173897,0.942985260188,
176,52.8937034607,-86.1300964355,-0.238699451089,0.0229817995444,-0.0215879377857,-0.370905792739,0.928135060616,
177,53.659198761,-86.8613052368,-0.226045504212,0.0265518641834,-0.0187118394904,-0.371662289101,0.92779955186,
178,54.3901367188,-87.6191253662,-0.19710855186,0.0252523689,-0.0165076471609,-0.378887529274,0.924950839565,
179,55.1306610107,-88.3711242676,-0.229242637753,0.0234036598126,-0.01161743137,-0.397213731663,0.91735410577,
180,55.8293991089,-89.1623306274,-0.23691727221,0.0229442008184,-0.0179988137993,-0.410780311625,0.911267876056,
181,56.5853157043,-90.0466918945,-0.233729615808,0.0290577392506,-0.0159151062973,-0.416516161753,0.908524432352,
182,57.2830619812,-90.8786849976,-0.25093126297,0.0281212498933,-0.0169845541293,-0.397783718349,0.916890851542,
183,58.0080490112,-91.6222076416,-0.281169891357,0.0289758779456,-0.0186088055018,-0.35245422054,0.935195238054,
184,58.8173294067,-92.291633606,-0.258426934481,0.0262951806892,-0.0181823078941,-0.316562740318,0.948032699117,
185,59.6473083496,-92.9540863037,-0.259447067976,0.0240155795404,-0.0174874165628,-0.355289609825,0.934284076366,
186,60.4169425964,-93.7020111084,-0.252105772495,0.0250152104026,-0.0176611834034,-0.363896312671,0.930935978182,
187,61.1710548401,-94.4405288696,-0.253023177385,0.027402880848,-0.0224038426768,-0.365564850211,0.930112622345,
188,62.0106506348,-95.2220153809,-0.245374590158,0.0264168653508,-0.0151821324389,-0.361667768466,0.931809034799,
189,62.7872581482,-95.9580688477,-0.257135689259,0.0258424240831,-0.0165642249794,-0.348210893318,0.936913533547,
190,63.6173057556,-96.6570510864,-0.222369253635,0.0222426235494,-0.0217012987954,-0.299456947633,0.953603615682,
191,64.4966278076,-97.2290267944,-0.22798126936,0.0229832405579,-0.0204123840733,-0.249348256114,0.967925902331,
192,65.4351425171,-97.7095718384,-0.20320443809,0.0222342667719,-0.0201999498087,-0.201616963985,0.979003676828,
193,66.4335327148,-98.1199035645,-0.20274913311,0.0190407124756,-0.0153205501086,-0.156479280174,0.987378836561,
194,67.431427002,-98.4345321655,-0.192054390907,0.0209250836751,-0.0141176378087,-0.11622605824,0.992901977318,
195,68.44972229,-98.6503143311,-0.178990513086,0.0235697089551,-0.012678674641,-0.067016083211,0.997392883783,
196,69.5071792603,-98.7608795166,-0.169977128506,0.0225457795731,-0.0154657862682,-0.0210631133161,0.999404243805,
197,70.597869873,-98.7723846436,-0.14720518887,0.022781384967,-0.0146816180905,-0.0269565882601,0.999269133386,
198,71.6518249512,-98.8921203613,-0.139409914613,0.0239842988872,-0.0109584420675,-0.0371420336562,0.998962028953,
199,72.7382354736,-98.9302825928,-0.157275915146,0.022757385505,-0.011709529802,-0.0354387821198,0.999044083631,
200,73.7925491333,-99.041519165,-0.138888821006,0.0235005153597,-0.00868379770094,-0.0250163675146,0.999373052864,
201,74.8788757324,-99.0746078491,-0.147274449468,0.0250263933767,-0.00952607662181,-0.0100022990539,0.999591360263,
202,76.007774353,-99.1042633057,-0.119172148407,0.0246632765783,-0.0103626888913,-0.033297061581,0.999087405164,
203,77.0371322632,-99.2392272949,-0.139264956117,0.0208795936128,-0.009747661806,-0.0711300594875,0.997200852535,
204,78.0993728638,-99.4163970947,-0.134929135442,0.0213088560748,-0.00896812190204,-0.057593075271,0.998072413767,
205,79.1741714478,-99.5140304565,-0.150231793523,0.0171407311385,-0.0103171878746,-0.0163099104475,0.999666813389,
206,80.2001953125,-99.5237350464,-0.12756806612,0.0183348176467,-0.0120388119875,0.000194462405708,0.999759402883,
207,81.2643203735,-99.5657653809,-0.125179648399,0.0204909443227,-0.0113560937248,-0.0212232478983,0.999500242163,
208,82.3226547241,-99.6411972046,-0.122209370136,0.0221918510095,-0.0111299758165,-0.0338090219683,0.999119910431,
209,83.380607605,-99.700592041,-0.103616386652,0.0225580923313,-0.0119144882558,-0.00853062669423,0.999638137452,
210,84.4326858521,-99.7058944702,-0.11326661706,0.0242068435507,-0.0142050605244,0.0229065842125,0.999343551228,
211,85.5017776489,-99.6550216675,-0.121357999742,0.0230249627723,-0.0118157650261,0.02957874029,0.999227369976,
212,86.593421936,-99.6081085205,-0.107673473656,0.0239969863809,-0.0112584896112,0.0142532824908,0.9995470149,
213,87.6703033447,-99.6112060547,-0.104065030813,0.0243401491446,-0.00816259609173,-0.0215016034176,0.99943914783,
214,88.7311706543,-99.7066650391,-0.112610541284,0.0231060702994,-0.00874711205148,-0.0602562421283,0.997877138144,
215,89.7943496704,-99.8767089844,-0.104403540492,0.0231027549465,-0.00904689480313,-0.0838137063045,0.9961725147,
216,90.8782653809,-100.020698547,-0.110540777445,0.0216294902485,-0.0106823116405,-0.0382260541807,0.99897788872,
217,91.9485702515,-100.108695984,-0.074038900435,0.0231027846051,-0.0101134308885,-0.0118438471993,0.999611776212,
218,93.0253601074,-100.181495667,-0.0929405912757,0.0214543527333,-0.0111664232701,-0.033376277299,0.999150161814,
219,94.0795135498,-100.290939331,-0.0942978262901,0.0244098056495,-0.00929807796535,-0.0464318675854,0.998579886042,
220,95.1538391113,-100.36428833,-0.0967065095901,0.023612151103,-0.00860302853837,-0.00935363608273,0.999640417206,
221,96.2288742065,-100.438690186,-0.0940799936652,0.0250480920456,-0.00925865550309,-0.0273934039608,0.999267967966,
222,97.2862625122,-100.531051636,-0.116232968867,0.0229849848953,-0.00980251135942,-0.0445943215327,0.998692619242,
223,98.3515472412,-100.663200378,-0.0717093199492,0.0233624662935,-0.0082998237475,-0.0648265333647,0.997588506683,
224,99.4122238159,-100.856002808,-0.107205376029,0.0198078907008,-0.0102304432682,-0.0836253333631,0.996247855263,
225,100.432914734,-101.017059326,-0.12505197525,0.0181917403397,-0.00927105129077,-0.0710345130938,0.997264862582,
226,101.483657837,-101.163253784,-0.0959081351757,0.0210395554777,-0.00734155142894,-0.046068077182,0.998689727089,
227,102.579833984,-101.243095398,-0.0622887350619,0.0218754746732,-0.0131047005382,-0.00174919039431,0.99967328201,
228,103.61277771,-101.260444641,-0.074406594038,0.021757501895,-0.0134035286189,0.0147499240057,0.999564603352,
229,104.777198792,-101.245506287,-0.0392572395504,0.0226894225129,-0.0143295402582,0.0203119981668,0.999433478083,
230,105.821563721,-101.215843201,-0.0605068914592,0.0214651417037,-0.0134353887395,0.015743407803,0.999555342706,
231,106.886375427,-101.235458374,-0.00848965346813,0.0243699629793,-0.013729906633,-0.0395510213391,0.998825966462,
232,107.898284912,-101.316833496,-0.0112541113049,0.0237640461922,-0.0112887793679,-0.0135858610987,0.999561532847,
233,108.9322052,-101.383300781,-0.0210010726005,0.0216443168978,-0.00962255675385,-0.0354521807178,0.999090622932,
234,109.990020752,-101.478935242,-0.0097319604829,0.0234437995849,-0.0102740418282,-0.0299000775185,0.999225108617,
235,111.062782288,-101.554878235,-0.00997534766793,0.0235038472222,-0.0104617271704,-0.0221297629139,0.999424031642,
236,112.14957428,-101.603889465,0.00752236926928,0.0235888941943,-0.0120191270901,-0.0162523875396,0.999517365809,
237,113.22618866,-101.653114319,0.0195114463568,0.0210219026408,-0.01253588991,-0.012642270619,0.999620480016,
238,114.303916931,-101.684616089,0.0282629076391,0.0220247090908,-0.00993354702475,-0.00663866674276,0.999686033181,
239,115.37146759,-101.706718445,0.0278054829687,0.0228052591663,-0.0101360106619,-0.00370790518982,0.999681665772,
240,116.555679321,-101.726524353,0.0383194535971,0.0241698771987,-0.0106242814872,-0.0209012849088,0.999432878171,
241,117.623428345,-101.803825378,0.0373726114631,0.0237355083473,-0.00835894350749,-0.0422768347652,0.998788978188,
242,118.707931519,-101.935173035,0.0560245215893,0.0212859672282,-0.010690407708,-0.0419927025768,0.998833938006,
