number,x,y,z,qx,qy,qz,qw,attributes
340,-32.7079,336.551,27.4122,0.0526871,-0.0450873,0.535041,0.841956,
341,-32.2634,337.503,27.507,0.05244,-0.0444521,0.518089,0.852559,
342,-31.7508,338.404,27.6128,0.0557959,-0.0516347,0.535084,0.841376,
343,-31.3396,339.351,27.7627,0.0580533,-0.049116,0.521372,0.849941,
344,-31.0164,340.323,27.8735,0.0455528,-0.0539751,0.730828,0.678857,
345,-30.8363,341.363,27.9855,0.0496039,-0.0493729,0.613435,0.786643,
346,-30.5279,342.384,28.101,0.053047,-0.0506211,0.597783,0.798308,
347,-30.2201,343.347,28.1997,0.0533852,-0.0517123,0.574372,0.815218,
348,-29.8959,344.316,28.313,0.0499334,-0.0518037,0.612502,0.787193,
349,-29.5745,345.311,28.4303,0.0477227,-0.0515325,0.578326,0.812793,
350,-29.2992,346.405,28.527,0.0443742,-0.0535515,0.635663,0.768794,
351,-29.1565,347.395,28.6524,0.0456141,-0.0546266,0.653155,0.753843,
352,-29.0634,348.435,28.7463,0.0427774,-0.0546207,0.672545,0.736801,
353,-28.9556,349.467,28.8418,0.0458344,-0.0538936,0.654349,0.752907,
354,-28.7933,350.489,28.984,0.0474194,-0.0503315,0.635002,0.769414,
355,-28.5784,351.515,29.1388,0.0504142,-0.0496309,0.612964,0.786956,
356,-28.2799,352.585,29.2494,0.0488366,-0.0503759,0.589111,0.805009,
357,-27.9699,353.613,29.3887,0.0468897,-0.0521031,0.59809,0.798364,
358,-27.7649,354.62,29.4906,0.0423289,-0.0564985,0.656976,0.750605,
359,-27.5525,355.633,29.6356,0.0470631,-0.0576024,0.604009,0.79348,
360,-27.2901,356.665,29.7621,0.0450917,-0.057648,0.620605,0.780722,
361,-27.0913,357.74,29.8907,0.0424351,-0.0620028,0.670886,0.737737,
362,-26.9729,358.793,30.0433,0.0443892,-0.0575125,0.64169,0.763478,
363,-26.7939,359.768,30.181,0.0467872,-0.055447,0.636917,0.767498,
364,-26.5821,360.79,30.3164,0.0488875,-0.0555279,0.637146,0.767199,
365,-26.4859,361.816,30.44,0.0444587,-0.0559101,0.676119,0.733337,
366,-26.3448,362.855,30.5912,0.0477105,-0.0539764,0.652389,0.754463,
367,-26.1968,363.869,30.7367,0.0471906,-0.0544618,0.682475,0.72733,
368,-26.1916,364.864,30.8633,0.0504589,-0.0543891,0.673553,0.73542,
369,-26.0687,365.935,30.9979,0.0527116,-0.0536558,0.660328,0.74722,
370,-25.9458,367.06,31.1423,0.0560569,-0.0549146,0.689392,0.720133,
371,-25.8741,368.091,31.2758,0.0555269,-0.0587764,0.720692,0.688525,
372,-25.9587,369.14,31.4152,0.0551591,-0.0589411,0.688795,0.720459,
373,-25.8858,370.135,31.5766,0.0553925,-0.0571165,0.679562,0.729302,
374,-25.7689,371.181,31.7285,0.0579671,-0.0577393,0.666801,0.740711,
375,-25.7866,372.295,31.8777,0.047768,-0.0587959,0.697992,0.712104,
376,-25.731,373.295,32.0433,0.0525563,-0.0671769,0.68113,0.727176,
377,-25.6018,374.289,32.1911,0.0517204,-0.0639361,0.684739,0.724151,
378,-25.6525,375.294,32.3104,0.0514877,-0.0663386,0.705311,0.703887,
379,-25.7321,376.302,32.4421,0.0465555,-0.064849,0.750295,0.656303,
380,-25.8546,377.309,32.6199,0.0491536,-0.0654323,0.729158,0.679412,
381,-26.0288,378.384,32.7628,0.0459135,-0.0685238,0.777318,0.623619,
382,-26.179,379.477,32.9068,0.0528117,-0.0633151,0.73984,0.667696,
383,-26.3131,380.455,33.0738,0.0525152,-0.0607947,0.735288,0.673006,
384,-26.3786,381.526,33.2218,0.0564137,-0.063422,0.708456,0.700588,
385,-26.4032,382.535,33.3599,0.0533774,-0.0649076,0.731927,0.676191,
386,-26.4797,383.539,33.5211,0.0525804,-0.0641099,0.724976,0.683775,
387,-26.6614,384.541,33.666,0.0499161,-0.062663,0.760614,0.644231,
388,-26.7523,385.623,33.8259,0.0531,-0.0631757,0.725245,0.683495,
389,-26.8265,386.635,33.9836,0.0529247,-0.0633678,0.737347,0.670486,
390,-26.9592,387.69,34.1329,0.0513948,-0.0635318,0.751201,0.655012,
391,-27.105,388.73,34.2848,0.0534596,-0.0626114,0.735752,0.672261,
392,-27.1878,389.745,34.4377,0.055589,-0.0638196,0.730499,0.677653,
393,-27.3214,390.786,34.6152,0.0520813,-0.0617139,0.765008,0.638899,
394,-27.5243,391.806,34.7466,0.0554553,-0.0600527,0.753501,0.652343,
395,-27.7055,392.782,34.9069,0.0510759,-0.0647164,0.779431,0.62101,
396,-27.919,393.858,35.067,0.0542907,-0.0585316,0.754811,0.651084,
397,-28.0888,394.93,35.2036,0.0557105,-0.0618652,0.745906,0.660828,
398,-28.3105,395.98,35.3501,0.0542836,-0.0616468,0.793602,0.6029,
399,-28.6454,397.002,35.5063,0.0486437,-0.0619612,0.818771,0.568648,
400,-29.0195,398.08,35.6495,0.0587892,-0.0609847,0.78789,0.609951,
401,-29.2807,399.089,35.7975,0.0609925,-0.0583482,0.781011,0.618767,
402,-29.5057,400.113,35.9626,0.0575436,-0.0544409,0.756903,0.648708,
403,-29.646,401.122,36.1205,0.0644575,-0.0576259,0.749344,0.656525,
404,-29.8794,402.093,36.2853,0.0597267,-0.0598745,0.802015,0.591253,
405,-30.2492,403.044,36.4351,0.0592732,-0.0633179,0.831145,0.549239,
406,-30.5965,404.072,36.5806,0.0613645,-0.0644705,0.810445,0.579037,
407,-30.9784,405.021,36.7359,0.0608888,-0.0638379,0.800331,0.593024,
408,-31.3555,405.944,36.8816,0.0577968,-0.0632299,0.819903,0.566069,
409,-31.7177,406.868,37.0336,0.0624946,-0.0640451,0.78404,0.614207,
410,-31.6227,407.891,37.2005,0.0758358,-0.0492608,0.5517,0.82911,
411,-31.0583,408.724,37.333,0.0777637,-0.047219,0.49938,0.8616,
412,-30.44,409.584,37.474,0.0795392,-0.0420453,0.45677,0.885025,
413,-29.8411,410.406,37.5715,0.07796,-0.0406586,0.467062,0.879833,
414,-29.4678,411.355,37.7157,0.0803215,-0.0498886,0.571544,0.815093,
415,-29.1029,412.291,37.8401,0.0783925,-0.0479738,0.642437,0.760798,
416,-29.0403,413.362,38.0069,0.0742805,-0.050386,0.63332,0.768684,
417,-28.8125,414.371,38.1586,0.0761462,-0.0498008,0.623639,0.776383,
418,-28.5768,415.368,38.3055,0.0762063,-0.047112,0.601367,0.793941,
419,-28.2694,416.313,38.4427,0.0776489,-0.0467861,0.595394,0.798327,
420,-28.0381,417.303,38.5826,0.0718491,-0.052867,0.684749,0.723286,
421,-27.9437,418.311,38.7438,0.0744898,-0.0545696,0.67563,0.73145,
422,-28.0208,419.375,38.9115,0.0753407,-0.0549952,0.70795,0.700076,
423,-28.0169,420.421,39.0724,0.0708429,-0.0558674,0.723897,0.683984,
424,-28.0733,421.47,39.2309,0.0712128,-0.0545085,0.712704,0.695711,
425,-28.0869,422.513,39.4036,0.0730913,-0.0527006,0.703474,0.704968,
426,-28.1535,423.606,39.5879,0.0738281,-0.0566231,0.72263,0.684936,
427,-28.1905,424.701,39.7679,0.0778545,-0.0523736,0.700942,0.706986,
428,-28.1846,425.746,39.939,0.0754536,-0.0554847,0.702727,0.705271,
429,-28.1728,426.831,40.119,0.0729935,-0.0564217,0.716416,0.691568,
430,-28.2342,427.837,40.2825,0.0756024,-0.0576913,0.7303,0.676467,
431,-28.3325,429.009,40.4739,0.0735968,-0.0581115,0.736849,0.669484,
432,-28.3902,430.06,40.6705,0.0730846,-0.0524525,0.715863,0.692431,
433,-28.4428,431.108,40.8558,0.0750686,-0.0521175,0.71911,0.688842,
434,-28.5122,432.1,41.0181,0.0729437,-0.0512612,0.724215,0.68375,
435,-28.5843,433.117,41.1955,0.0738064,-0.0567794,0.721291,0.686341,
436,-28.656,434.297,41.369,0.0728252,-0.0569712,0.735757,0.670903,
437,-28.7041,435.338,41.5184,0.073996,-0.051746,0.693383,0.714925,
438,-28.7072,436.359,41.7063,0.0737118,-0.0574893,0.719873,0.687772,
439,-28.785,437.385,41.8758,0.0725211,-0.057337,0.753968,0.65038,
440,-28.8897,438.431,42.0431,0.0741204,-0.0576171,0.713523,0.69432,
441,-28.9174,439.468,42.1997,0.0746374,-0.054607,0.694968,0.713097,
442,-28.8701,440.571,42.3888,0.0789272,-0.0514893,0.675641,0.73121,
443,-28.7657,441.574,42.5394,0.0778239,-0.0535544,0.64714,0.756498,
444,-28.6411,442.682,42.7395,0.0786804,-0.0642091,0.688673,0.717914,
445,-28.5994,443.682,42.892,0.0756886,-0.0598768,0.679474,0.727333,
446,-28.5572,444.706,43.087,0.0827033,-0.0683053,0.681842,0.72358,
447,-28.4928,445.71,43.2776,0.0824711,-0.0636976,0.642623,0.759062,
448,-28.0885,446.657,43.445,0.0895583,-0.044445,0.417604,0.903139,
449,-27.2495,447.264,43.5479,0.100749,-0.0263184,0.166333,0.980553,
450,-26.1243,447.341,43.5623,0.105883,-0.00016236,-0.108608,0.988446,
451,-25.1514,446.981,43.4918,0.103456,0.00629689,-0.295735,0.949634,
452,-24.3903,446.123,43.3316,0.080182,0.0300719,-0.501108,0.861125,
453,-23.6874,445.335,43.191,0.0867122,0.0200928,-0.484227,0.870401,
454,-23.1292,444.475,43.0182,0.0895198,0.0435183,-0.530674,0.841711,
455,-22.9622,443.426,42.7606,0.0867338,0.0713142,-0.675091,0.729131,
456,-22.861,442.465,42.5019,0.0894153,0.0719086,-0.674151,0.729636,
457,-22.8075,441.466,42.2342,0.0870958,0.0736846,-0.699148,0.705814,
458,-22.8132,440.44,41.9674,0.0831164,0.0765547,-0.717477,0.687347,
459,-22.8018,439.457,41.7258,0.0909871,0.0670195,-0.664396,0.738784,
460,-22.6856,438.434,41.4506,0.0906614,0.0651202,-0.665975,0.737586,
461,-22.5929,437.422,41.2139,0.0906534,0.0694955,-0.685785,0.718784,
462,-22.5259,436.421,40.957,0.0911599,0.0686116,-0.68137,0.723035,
463,-22.4193,435.426,40.7119,0.0959314,0.0587431,-0.61809,0.777991,
464,-22.191,434.423,40.476,0.0939998,0.0597669,-0.628905,0.769464,
465,-22.0184,433.435,40.2489,0.0898316,0.0665815,-0.66359,0.739661,
466,-21.9102,432.455,39.9942,0.088118,0.0670885,-0.6755,0.728996,
467,-21.8013,431.442,39.7456,0.0907073,0.0637397,-0.650131,0.751643,
468,-21.6635,430.457,39.5048,0.0890792,0.0650235,-0.672087,0.732214,
469,-21.525,429.426,39.2518,0.0862552,0.0641552,-0.671739,0.732945,
470,-21.4052,428.458,39.0073,0.0892496,0.0643891,-0.656921,0.745863,
471,-21.2963,427.484,38.7915,0.0909054,0.0635529,-0.683687,0.721276,
472,-21.2328,426.483,38.5824,0.0731142,0.0540794,-0.697743,0.710553,
473,-21.1287,425.465,38.3827,0.0934822,0.059895,-0.627616,0.770597,
474,-20.9815,424.465,38.1424,0.0853279,0.0654484,-0.673276,0.731519,
475,-20.8966,423.398,37.8767,0.088164,0.0655329,-0.665548,0.738206,
476,-20.7807,422.399,37.6504,0.0872382,0.0663561,-0.674708,0.7299,
477,-20.666,421.433,37.4076,0.0859387,0.066969,-0.66623,0.737731,
478,-20.5165,420.38,37.1595,0.0866111,0.0552881,-0.611228,0.784757,
479,-20.297,419.413,36.936,0.0869864,0.063825,-0.651282,0.751123,
480,-20.2179,418.403,36.7078,0.084636,0.0680151,-0.681073,0.724092,
481,-20.1172,417.416,36.4828,0.0865221,0.0664582,-0.680217,0.724839,
482,-20.0213,416.441,36.2576,0.0849681,0.0630916,-0.654182,0.748883,
483,-19.8951,415.421,36.0164,0.0879,0.0614563,-0.649102,0.753117,
484,-19.7409,414.416,35.778,0.086664,0.0615696,-0.667677,0.736828,
485,-19.6358,413.443,35.5323,0.0920285,0.0619238,-0.636454,0.763315,
486,-19.4407,412.368,35.3005,0.0851485,0.0609571,-0.648286,0.754132,
487,-19.2857,411.378,35.0714,0.0810383,0.0619101,-0.668991,0.736264,
488,-19.1994,410.349,34.843,0.0858918,0.0600711,-0.640586,0.760699,
489,-19.0291,409.377,34.6298,0.0829709,0.0598544,-0.653564,0.749927,
490,-18.829,408.384,34.4538,0.0662541,0.0476625,-0.665884,0.741587,
491,-18.7746,407.353,34.2467,0.0851391,0.0566962,-0.622174,0.776144,
492,-18.456,406.425,34.0514,0.0806639,0.063073,-0.651058,0.752111,
493,-18.2634,405.456,33.8187,0.0856056,0.0602253,-0.621019,0.776771,
494,-18.0839,404.439,33.5877,0.0788243,0.0595542,-0.651893,0.751869,
495,-17.9477,403.438,33.3538,0.0774405,0.0628765,-0.670774,0.734917,
496,-17.8554,402.369,33.105,0.0797595,0.0630066,-0.668817,0.736447,
497,-17.7632,401.305,32.8711,0.0740458,0.0620688,-0.68643,0.720746,
498,-17.6932,400.254,32.6485,0.078322,0.0652765,-0.674851,0.730918,
499,-17.6117,399.244,32.425,0.0752716,0.0629119,-0.663899,0.741363,
500,-17.5043,398.254,32.2073,0.0772572,0.0642346,-0.669037,0.736395,
501,-17.4615,397.22,31.9789,0.071373,0.0662776,-0.705102,0.702366,
502,-17.456,396.24,31.7726,0.0747372,0.0627338,-0.699363,0.708064,
503,-17.457,395.233,31.5351,0.0700271,0.0648018,-0.72292,0.684318,
504,-17.4484,394.203,31.3088,0.0814908,0.0595226,-0.655689,0.748252,
505,-17.3134,393.223,31.0943,0.0761618,0.0612615,-0.69084,0.716347,
506,-17.1941,392.249,30.8771,0.0869133,0.0509288,-0.624434,0.774525,
507,-16.995,391.199,30.6519,0.0839179,0.0609338,-0.662809,0.741625,
508,-16.9496,390.197,30.4864,0.0523528,0.0322927,-0.729372,0.681305,
509,-17.035,389.14,30.3203,0.0446674,0.0379138,-0.746816,0.662474,
510,-17.2308,388.108,30.1877,0.0413849,0.0418799,-0.780522,0.622354,
511,-17.5832,387.165,30.0467,0.0338457,0.0447337,-0.837973,0.54281,
512,-18.0215,386.241,29.9129,0.032817,0.0416193,-0.860693,0.506347,
513,-18.5221,385.259,29.7789,0.0280178,0.0465408,-0.866178,0.496709,
514,-19.116,384.409,29.6701,0.0233278,0.0408763,-0.88556,0.462165,
515,-19.7298,383.568,29.5478,0.0206756,0.0457962,-0.89763,0.437878,
516,-20.3941,382.771,29.4409,0.0216134,0.0482688,-0.898958,0.434828,
517,-21.0035,381.94,29.3456,0.0196771,0.0443741,-0.89807,0.437182,
518,-21.5731,381.125,29.226,0.0298424,0.037433,-0.843146,0.535555,
519,-22.1501,380.313,29.1107,0.0279912,0.0464428,-0.881029,0.469942,
520,-22.7513,379.356,28.9717,0.0325891,0.0439827,-0.838751,0.54174,
521,-23.1499,378.392,28.8457,0.0325346,0.0432393,-0.834901,0.547723,
522,-23.2713,377.379,28.7114,0.0362307,0.0446588,-0.801564,0.595146,
523,-23.9092,376.523,28.6031,0.0332771,0.0464557,-0.812261,0.58052,
524,-24.1613,375.474,28.4523,0.027498,0.0454438,-0.853899,0.51774,
525,-24.4938,374.433,28.3143,0.0313096,0.0453831,-0.860829,0.505899,
526,-24.8966,373.496,28.1988,0.0392634,0.0388579,-0.798451,0.599492,
527,-24.8713,372.45,28.0669,0.0448494,0.0346572,-0.745176,0.664473,
528,-24.883,371.414,27.9254,0.0411571,0.0397228,-0.754946,0.65329,
529,-24.9908,370.341,27.7989,0.0361475,0.0349885,-0.741822,0.668698,
530,-25.0897,369.35,27.677,0.0391778,0.0307503,-0.71149,0.700884,
531,-25.2151,368.315,27.5488,0.0343104,0.0346823,-0.757456,0.651074,
532,-25.3517,367.29,27.4471,0.0440687,0.0333345,-0.736304,0.67439,
533,-25.438,366.246,27.295,0.0402657,0.0390106,-0.731612,0.679434,
534,-25.4557,365.218,27.1587,0.0488183,0.025311,-0.629531,0.775013,
535,-25.1134,364.238,27.0349,0.0556542,0.0211616,-0.566466,0.821959,
536,-24.674,363.314,26.918,0.0606859,0.0164514,-0.522243,0.85049,
537,-24.221,362.386,26.7842,0.0590386,0.0189916,-0.4914,0.868703,
538,-23.7336,361.51,26.7213,0.0601293,0.0197755,-0.513716,0.855584,
539,-23.1695,360.689,26.5912,0.0649006,0.0126519,-0.406675,0.911169,
540,-22.5797,359.865,26.4789,0.0587333,0.0216753,-0.469837,0.880569,
541,-21.9301,359.059,26.3742,0.056884,0.0194577,-0.476683,0.877005,
542,-21.359,358.242,26.2755,0.0523165,0.0172994,-0.491051,0.869377,
543,-20.8777,357.347,26.1638,0.0627325,0.019612,-0.502484,0.862096,
544,-20.329,356.427,26.0695,0.0551168,0.0169608,-0.535606,0.842499,
545,-19.7965,355.503,25.9441,0.0566351,0.0175432,-0.534229,0.843248,
546,-19.5124,354.499,25.8233,0.0603223,0.0164042,-0.514585,0.855153,
547,-18.8277,353.743,25.7235,0.0625934,0.00743345,-0.454437,0.888533,
548,-18.1604,352.939,25.6316,0.0628125,0.0112808,-0.40742,0.911015,
549,-17.5186,352.145,25.5369,0.0590087,0.0087885,-0.42926,0.901214,
550,-16.8885,351.337,25.4538,0.0583357,0.0137534,-0.464727,0.883436,
551,-16.3338,350.474,25.3475,0.0569122,0.0132174,-0.481699,0.874389,
552,-15.7167,349.644,25.2525,0.0602067,0.00824321,-0.421961,0.904577,
553,-15.0865,348.826,25.1544,0.0570955,0.0137006,-0.467647,0.88195,
554,-14.4882,347.976,25.0559,0.0566498,0.0161247,-0.492955,0.868043,
555,-13.9856,347.111,24.943,0.052907,0.0177413,-0.512299,0.857003,
556,-13.4347,346.223,24.8334,0.0583809,0.0154567,-0.493547,0.867628,
557,-12.8803,345.367,24.7285,0.05944,0.0122781,-0.481645,0.874302,
558,-12.2249,344.507,24.6386,0.0615765,0.00578129,-0.408131,0.910854,
559,-11.5281,343.687,24.5476,0.0605303,0.0109415,-0.440846,0.895464,
560,-10.8071,342.835,24.4559,0.0587063,0.0087625,-0.431693,0.900079,
561,-10.1207,341.988,24.3661,0.0575401,0.0111861,-0.419917,0.905657,
562,-9.41146,341.243,24.2849,0.057541,0.00758389,-0.420365,0.905477,
563,-8.655,340.514,24.1914,0.0611221,0.00880714,-0.406267,0.911654,
564,-7.93088,339.712,24.0972,0.0617577,0.0128514,-0.42663,0.902217,
565,-7.20146,338.953,24.0229,0.0628696,0.00492323,-0.415308,0.907503,
566,-6.57316,338.172,23.9193,0.0587043,0.0116652,-0.449105,0.891461,
567,-5.96615,337.307,23.8345,0.0538532,0.0136482,-0.481001,0.87496,
568,-5.43098,336.429,23.7228,0.0568258,0.0158744,-0.516218,0.854386,
569,-4.92493,335.471,23.6108,0.0533405,0.0208421,-0.555921,0.829244,
570,-4.47888,334.414,23.4844,0.0527229,0.0229873,-0.569619,0.819867,
571,-4.0649,333.347,23.3609,0.0489209,0.021691,-0.594497,0.802296,
572,-3.77862,332.312,23.2144,0.0467784,0.0274071,-0.615564,0.786228,
573,-3.55993,331.344,23.0933,0.0459077,0.0257799,-0.627539,0.776802,
574,-3.37508,330.28,22.9869,0.0469738,0.0229549,-0.594242,0.802593,
575,-3.03819,329.257,22.8528,0.0491491,0.0223554,-0.625194,0.778587,
576,-2.68649,328.262,22.7374,0.0480702,0.0219924,-0.602436,0.796411,
577,-2.45394,327.271,22.6245,0.0479828,0.0194559,-0.58685,0.808077,
578,-2.19728,326.228,22.5062,0.0533177,0.0140012,-0.516977,0.854233,
579,-1.58993,325.189,22.3821,0.0479037,0.0203449,-0.536484,0.842305,
580,-1.0835,324.255,22.2668,0.0501216,0.0218546,-0.510586,0.858074,
581,-0.432365,323.488,22.1797,0.053618,0.0113091,-0.459829,0.886318,
582,0.0629462,322.578,22.0544,0.0446364,0.0291437,-0.518678,0.85331,
583,0.703904,321.545,21.9149,0.0494472,0.0243733,-0.511642,0.857428,
584,1.17101,320.659,21.8087,0.0451811,0.024234,-0.53297,0.84459,
585,1.65458,319.614,21.6865,0.0445549,0.0231713,-0.546267,0.836118,
586,2.09047,318.565,21.5573,0.0426301,0.0288862,-0.57573,0.816012,
587,2.45539,317.462,21.4351,0.0436277,0.0310575,-0.601561,0.797027,
588,2.73598,316.422,21.3162,0.041449,0.0311378,-0.628038,0.776437,
589,2.8972,315.414,21.1856,0.03526,0.0351059,-0.663977,0.746106,
590,3.02538,314.378,21.0521,0.0276768,0.0348009,-0.675146,0.736327,
591,3.18843,313.382,20.9503,0.0349379,0.035664,-0.608963,0.791623,
592,3.46723,312.419,20.8283,0.0380934,0.0352519,-0.592694,0.803755,
593,3.7456,311.419,20.7012,0.0363483,0.0419918,-0.619553,0.782985,
594,4.04374,310.407,20.5633,0.0400445,0.0457488,-0.595608,0.800965,
595,4.40139,309.445,20.4266,0.0432238,0.0406511,-0.556607,0.828639,
596,4.8207,308.501,20.2953,0.0418071,0.0343876,-0.551006,0.832709,
597,5.22282,307.545,20.1472,0.0438897,0.0465711,-0.57904,0.812801,
598,5.5881,306.583,19.9962,0.0577984,0.0498849,-0.570508,0.817721,
599,5.92724,305.568,19.8091,0.0594736,0.0471997,-0.605675,0.792056,
600,6.20765,304.583,19.6382,0.066881,0.0469906,-0.604245,0.792623,
601,6.49475,303.632,19.4869,0.0629042,0.0422512,-0.606137,0.791738,
602,6.82474,302.627,19.2867,0.0694033,0.0412341,-0.584857,0.807105,
603,7.13615,301.643,19.1147,0.0656032,0.0429602,-0.614441,0.785044,
604,7.37681,300.627,18.9387,0.0660748,0.0423577,-0.630114,0.772568,
605,7.57077,299.625,18.7541,0.0634105,0.0435254,-0.64929,0.756647,
606,7.70529,298.602,18.5709,0.0634244,0.0503785,-0.671315,0.73672,
607,7.77328,297.573,18.3923,0.0480379,0.0609642,-0.693674,0.716067,
608,7.89125,296.551,18.1936,0.0626646,0.0510347,-0.554801,0.828035,
609,8.19871,295.59,18.015,0.053884,0.0496174,-0.644078,0.761437,
610,8.38095,294.513,17.8212,0.0562142,0.0510605,-0.646546,0.759098,
611,8.47259,293.502,17.6517,0.0516922,0.0597226,-0.707111,0.702639,
612,8.53485,292.485,17.4708,0.061613,0.0528354,-0.667179,0.74046,
613,8.58164,291.459,17.2894,0.0573841,0.0590654,-0.703874,0.705544,
614,8.70022,290.444,17.0852,0.0599648,0.0493501,-0.6519,0.754337,
615,8.89507,289.461,16.9256,0.0672636,0.0558475,-0.654867,0.750682,
616,9.0295,288.483,16.7217,0.0629497,0.0550396,-0.669844,0.737801,
617,9.10614,287.496,16.5477,0.0660452,0.0561352,-0.665993,0.740884,
618,9.32016,286.47,16.3355,0.0613493,0.0355466,-0.650881,0.755882,
619,9.2243,285.438,16.2373,0.029641,0.00323571,-0.694022,0.719303,
620,9.31783,284.419,16.1387,0.0414252,0.00835224,-0.695623,0.717167,
621,9.36975,283.327,16.0404,0.0481735,0.0100815,-0.681508,0.730166,
622,9.41407,282.249,15.9198,0.0413077,0.0165882,-0.718185,0.694424,
623,9.35987,281.205,15.8269,0.0416044,0.0166052,-0.716418,0.696273,
624,9.36887,280.168,15.7086,0.0422077,0.0192823,-0.685592,0.726482,
625,9.34639,279.161,15.573,0.0482738,0.0410998,-0.770649,0.634076,
626,9.20573,278.182,15.417,0.0595443,0.0302993,-0.648105,0.758615,
627,9.55234,277.23,15.2882,0.0580407,0.0312137,-0.67568,0.734255,
628,9.66744,276.215,15.1486,0.066253,0.0227293,-0.593396,0.801836,
629,9.88516,275.222,15.0576,0.029036,0.00315315,-0.709657,0.703982,
630,9.98845,274.226,14.9378,0.050723,0.0160122,-0.667783,0.742457,
631,10.1551,273.181,14.8152,0.0561834,0.00848324,-0.648353,0.759229,
632,10.3293,272.172,14.7094,0.0411978,-0.00872294,-0.642171,0.765426,
633,10.4935,271.081,14.6522,0.0401363,-0.0143636,-0.661284,0.74894,
634,10.7092,270.092,14.6263,0.0372922,-0.0109426,-0.592219,0.804855,
635,11.0131,269.125,14.5924,0.0356622,-0.0104492,-0.63199,0.774107,
636,11.1511,268.08,14.5366,0.0306802,-0.00283696,-0.674529,0.737623,
637,11.214,267.051,14.4612,0.032252,0.00876381,-0.704358,0.709058,
638,11.2045,265.998,14.3733,0.0250453,0.0100695,-0.720762,0.692658,
639,11.1428,264.849,14.2935,0.0250866,0.0168616,-0.741103,0.670664,
640,10.9578,263.79,14.2246,0.0190664,0.0251519,-0.788558,0.614105,
641,10.6826,262.808,14.1396,0.0257702,0.0306622,-0.796991,0.602658,
642,10.3425,261.805,14.0534,0.0308968,0.0344373,-0.813904,0.579147,
643,9.98247,260.778,13.933,0.0332554,0.030699,-0.796664,0.602704,
644,9.56805,259.833,13.8233,0.027536,0.0150043,-0.738161,0.673876,
645,9.43359,258.812,13.694,0.028237,0.0319466,-0.714059,0.698782,
646,9.47294,257.807,13.6156,0.0302312,0.022882,-0.621319,0.782672,
647,9.49249,256.779,13.4686,0.0356061,0.0291152,-0.688556,0.723722,
648,9.59806,255.751,13.3651,0.0432776,0.0298966,-0.623653,0.779915,
649,9.80889,254.652,13.2379,0.039744,0.023482,-0.647046,0.761037,
650,9.95801,253.668,13.1236,0.0379271,0.0247507,-0.667474,0.743256,
651,10.0412,252.637,13.022,0.0323061,0.0228439,-0.681619,0.730667,
652,10.1445,251.61,12.9208,0.0386743,0.0230021,-0.648256,0.760094,
653,10.2738,250.513,12.7915,0.0349667,0.0218875,-0.655865,0.753771,
654,10.422,249.523,12.6839,0.0365728,0.0216331,-0.645326,0.762691,
655,10.5898,248.466,12.5918,0.0343033,0.0203758,-0.657279,0.752574,
656,10.7164,247.425,12.4601,0.0385239,0.0218254,-0.660305,0.749699,
657,10.8697,246.358,12.3457,0.0375938,0.0202258,-0.672078,0.739255,
658,10.9847,245.313,12.264,0.0335985,0.0211578,-0.672026,0.739481,
659,11.0986,244.277,12.175,0.0312191,0.021987,-0.658532,0.751618,
660,11.2547,243.238,12.0708,0.0384641,0.0233901,-0.652005,0.756906,
661,11.3906,242.078,11.962,0.031812,0.0231518,-0.66599,0.744962,
662,11.5018,241.075,11.8653,0.0317729,0.0195561,-0.646897,0.761639,
663,11.635,240.074,11.7382,0.034945,0.0270823,-0.676925,0.734735,
664,11.8101,239.047,11.6283,0.0354309,0.0176294,-0.636493,0.7703,
665,11.9758,238.043,11.5351,0.0310399,0.0196112,-0.662547,0.748158,
666,12.0753,237.036,11.4526,0.0315541,0.0207509,-0.678785,0.733364,
667,12.1551,236.034,11.3779,0.027076,0.0197092,-0.685959,0.72685,
668,12.2799,235.02,11.2615,0.0288725,0.0212488,-0.686438,0.726296,
669,12.4352,233.961,11.1506,0.0317686,0.0178458,-0.656637,0.75329,
670,12.6433,232.904,11.0762,0.0307442,0.0160597,-0.637666,0.769543,
671,12.7761,231.885,10.9858,0.0299134,0.0205157,-0.663266,0.747468,
672,12.8868,230.891,10.8908,0.0316556,0.0165865,-0.679038,0.733234,
673,12.9878,229.815,10.7846,0.0302031,0.0179947,-0.619094,0.784542,
674,13.1743,228.795,10.7061,0.0320038,0.0133407,-0.642692,0.765328,
675,13.4463,227.805,10.6209,0.0298744,0.0108992,-0.628485,0.777186,
676,13.6169,226.776,10.5154,0.0294682,0.0151607,-0.659435,0.750997,
677,13.7357,225.667,10.4064,0.0321388,0.0144226,-0.64275,0.76526,
678,13.9006,224.623,10.2951,0.0276417,0.0222948,-0.671106,0.740516,
679,13.9922,223.546,10.2174,0.0343217,0.0162457,-0.674835,0.73701,
680,14.1088,222.522,10.1227,0.0342539,0.0152907,-0.650576,0.758512,
681,14.264,221.434,10.0417,0.0314808,0.0151538,-0.664597,0.746366,
682,14.3354,220.438,9.95629,0.0309585,0.0189609,-0.668833,0.742519,
683,14.5596,219.458,9.85745,0.0317719,0.0178167,-0.649111,0.75983,
684,14.6973,218.396,9.75499,0.0280965,0.0200605,-0.662243,0.748519,
685,14.7952,217.36,9.66989,0.0288243,0.0166793,-0.663928,0.747069,
